,tract,census tract,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length,Total Woman 15-50,Women with births 12 Months,Total Population,Birth Rate,Fertility Rate,Low Birth Weight,Low Birth Weight Pctl,Average income,Grocery Store Access,Grocery Store Access Percent
0,6037267901,06037267901,District 3,Los Angeles - Century City,SPA 5 - West,3835,12154628.45,14915.09957,462,12,3293,0.003644093532,0.02597402597,7.37,92.96,111299,0,0
0,6037267902,06037267902,District 3,Los Angeles - Century City,SPA 5 - West,3836,8318198.167,12819.58562,953,25,4002,0.006246876562,0.02623294858,5.78,70.61,126063,0,0
0,6037269000,06037269000,District 3,Los Angeles - Cheviot Hills,SPA 5 - West,3837,24591678.83,28595.84586,1076,11,5492,0.002002913328,0.01022304833,3.86,23.27,146118,0,0
0,6037269100,06037269100,District 3,Los Angeles - Beverlywood,SPA 5 - West,3838,8969469.213,12201.32087,1022,203,4752,0.04271885522,0.198630137,3.67,19.59,115452,0,0
0,6037269500,06037269500,District 3,Los Angeles - Beverlywood,SPA 5 - West,3967,15097437.58,17754.26659,619,21,4262,0.004927264195,0.03392568659,4.02,27.12,204583,0,0
0,6037269601,06037269601,District 3,Los Angeles - Cadillac-Corning,SPA 5 - West,3968,3605287.201,7562.597271,814,135,3122,0.04324151185,0.1658476658,6.92,89.02,61044,0,0
0,6037269602,06037269602,District 3,Los Angeles - Cadillac-Corning,SPA 5 - West,3969,3114965.695,7320.276583,684,6,2964,0.002024291498,0.008771929825,7.34,92.78,54875,0,0
0,6037269700,06037269700,District 3,Los Angeles - Reynier Village,SPA 5 - West,3970,9754783.439,14608.48803,1031,26,4025,0.006459627329,0.02521823472,6.44,82.76,88214,0,0
0,6037269800,06037269800,District 3,Los Angeles - Beverlywood,SPA 5 - West,3971,4851981.453,11975.26718,817,0,3386,0,0,5.93,73.76,96964,0,0
0,6037269903,06037269903,District 3,Los Angeles - Palms,SPA 5 - West,3972,3055382.617,7705.9089,1596,28,3815,0.007339449541,0.01754385965,5.95,74.22,70583,0,0
0,6037269905,06037269905,District 3,Los Angeles - Palms,SPA 5 - West,3973,2470914.906,7675.65245,892,9,2661,0.003382187148,0.0100896861,2.82,7.17,89194,0,0
0,6037269906,06037269906,District 3,Los Angeles - Palms,SPA 5 - West,3974,2228641.223,7454.922561,1146,4,3037,0.001317089233,0.003490401396,4.66,42.8,100682,0,0
0,6037269907,06037269907,District 3,Los Angeles - Palms,SPA 5 - West,3975,2960305.259,7579.40613,906,6,2671,0.002246349682,0.006622516556,5.85,72.08,86821,0,0
0,6037269908,06037269908,District 3,Los Angeles - Palms,SPA 5 - West,3976,1797698.932,6587.591176,660,0,1861,0,0,0,0,71808,0,0
0,6037269909,06037269909,District 3,Los Angeles - Palms,SPA 5 - West,3977,1828606.28,5970.59759,860,13,2243,0.005795809184,0.01511627907,0,0,77074,0,0
0,6037270101,06037270101,District 3,Los Angeles - Palms,SPA 5 - West,3978,4196370.653,11752.12179,607,0,2002,0,0,0,0,83667,0,0
0,6037270102,06037270102,District 3,Los Angeles - Palms,SPA 5 - West,3979,2092525.324,7567.682571,700,0,2186,0,0,0,0,79583,0,0
0,6037270200,06037270200,District 3,Los Angeles - Regent Square,SPA 5 - West,3980,8055280.752,14099.76265,979,24,3487,0.006882707198,0.02451481103,3.8,22.08,68651,0,0
0,6037271100,06037271100,District 3,Los Angeles - Rancho Park,SPA 5 - West,3982,8635387.598,14142.14818,507,68,2569,0.02646944336,0.134122288,3.39,14.38,104821,0,0
0,6037271200,06037271200,District 3,Los Angeles - Mar Vista,SPA 5 - West,3983,5725637.534,13655.43978,512,44,2592,0.01697530864,0.0859375,6.06,76.44,88889,0,0
0,6037271300,06037271300,District 3,Los Angeles - Mar Vista,SPA 5 - West,3984,15813444.84,19320.26651,1222,94,4779,0.0196693869,0.07692307692,3.67,19.59,103911,0,0
0,6037271400,06037271400,District 3,Los Angeles - Mar Vista,SPA 5 - West,3985,12357799.94,14485.36906,577,45,3482,0.01292360712,0.07798960139,5.45,63.32,135590,0,0
0,6037271500,06037271500,District 3,Los Angeles - Mar Vista,SPA 5 - West,3986,9788883.352,13020.2634,559,10,3095,0.003231017771,0.01788908766,3.03,9.64,98452,0,0
0,6037271600,06037271600,District 3,Los Angeles - Mar Vista,SPA 5 - West,3987,9781377.46,12555.05532,1970,185,4826,0.03833402404,0.09390862944,3.94,25.21,95615,0,0
0,6037271702,06037271702,District 3,Los Angeles - Palms,SPA 5 - West,3988,7592156.966,13322.76181,1365,60,4527,0.01325381047,0.04395604396,2.76,6.62,70504,0,0
0,6037271703,06037271703,District 3,Los Angeles - Palms,SPA 5 - West,3989,4857322.573,12232.24298,763,41,3191,0.01284863679,0.05373525557,0,0,99339,0,0
0,6037271704,06037271704,District 3,Los Angeles - Palms,SPA 5 - West,3990,5847606.827,11867.45108,660,19,2878,0.00660180681,0.02878787879,0,0,133270,0,0
0,6037271801,06037271801,District 3,Los Angeles - Palms,SPA 5 - West,3991,5287108.352,9478.417508,1087,30,3666,0.008183306056,0.02759889604,4.98,51.82,54259,0,0
0,6037271803,06037271803,District 3,Los Angeles - Palms,SPA 5 - West,3992,2487168.62,6329.047143,905,33,3039,0.01085883514,0.0364640884,0,0,83226,0,0
0,6037271804,06037271804,District 3,Los Angeles - Palms,SPA 5 - West,3993,3637620.843,9969.112947,662,0,2565,0,0,0,0,71764,0,0
0,6037271901,06037271901,District 3,Los Angeles - Mar Vista,SPA 5 - West,3994,7067853.59,10703.52823,822,16,2861,0.005592450192,0.01946472019,7.35,92.81,96699,0,0
0,6037271902,06037271902,District 3,Los Angeles - Mar Vista,SPA 5 - West,3995,9898373.583,12730.5976,1153,44,4044,0.01088031652,0.0381613183,3.64,19.0,74186,0,0
0,6037272100,06037272100,District 3,Los Angeles - Mar Vista,SPA 5 - West,3996,12914516.27,14801.81808,1151,64,4332,0.01477377655,0.05560382276,3.28,12.59,96806,0,0
0,6037272201,06037272201,District 3,Los Angeles - Mar Vista,SPA 5 - West,3997,2785886.081,6699.030056,428,0,2394,0,0,4.61,41.47,75846,0,0
0,6037272202,06037272202,District 3,Los Angeles - Mar Vista,SPA 5 - West,3998,3307453.459,8738.049693,1044,0,3159,0,0,2.27,3.19,61786,0,0
0,6037272301,06037272301,District 3,Los Angeles - Mar Vista,SPA 5 - West,3999,6629158.594,12451.38945,778,87,3000,0.029,0.1118251928,6.21,79.19,98495,0,0
0,6037272302,06037272302,District 3,Los Angeles - Mar Vista,SPA 5 - West,4000,5447958.462,10544.9361,1170,15,3897,0.003849114704,0.01282051282,3.02,9.51,64408,0,0
0,6037273100,06037273100,District 3,Los Angeles - Venice,SPA 5 - West,4001,12686074.6,15511.84639,739,47,3597,0.01306644426,0.06359945873,6.63,85.46,140987,0,0
0,6037273200,06037273200,District 3,Los Angeles - Venice,SPA 5 - West,4002,6916004.714,11504.13812,1023,55,3596,0.01529477197,0.05376344086,4.84,47.96,100100,0,0
0,6037273300,06037273300,District 3,Los Angeles - Venice,SPA 5 - West,4003,6143477.657,11182.44264,1035,21,3477,0.006039689387,0.02028985507,4.21,31.49,76285,0,0
0,6037269300,06037269300,District 3,Los Angeles - Cheviot Hills,SPA 5 - West,4004,23755281.81,20156.5348,585,28,4096,0.0068359375,0.04786324786,2.75,6.51,193750,0,0
0,6037273403,06037273403,District 3,Los Angeles - Venice,SPA 5 - West,4005,2869621.473,8586.103161,504,0,1564,0,0,0,0,,0,0
0,6037273404,06037273404,District 3,Los Angeles - Venice,SPA 5 - West,4006,2649389.503,7992.827182,368,11,1558,0.007060333761,0.02989130435,0,0,72101,0,0
0,6037273502,06037273502,District 3,Los Angeles - Venice,SPA 5 - West,4007,5716706.652,10126.25233,869,0,2680,0,0,3.85,23.06,91396,0,0
0,6037273600,06037273600,District 3,Los Angeles - Venice,SPA 5 - West,4008,6348192.077,10763.6352,567,11,2189,0.005025125628,0.01940035273,3.52,16.63,135204,0,0
0,6037273700,06037273700,District 3,Los Angeles - Venice,SPA 5 - West,4009,7435177.848,11006.16878,861,51,2748,0.01855895197,0.05923344948,2.58,5.12,111036,0,0
0,6037273800,06037273800,District 3,Los Angeles - Venice,SPA 5 - West,4010,8023533.623,16413.49336,925,62,2933,0.02113876577,0.06702702703,2.99,9.08,83821,0,0
0,6037276000,06037276000,District 2,Los Angeles - Westchester,SPA 5 - West,4045,25266210.1,22460.21379,1731,15,6674,0.00224752772,0.008665511265,4.35,34.77,140446,0,0
0,6037273902,06037273902,District 3,Los Angeles - Venice,SPA 5 - West,4143,9576339.776,13366.1325,816,0,4278,0,0,5.17,56.88,138750,0,0
0,6037274100,06037274100,District 2,Los Angeles - Venice,SPA 5 - West,4144,6710901.958,14042.09869,900,0,4824,0,0,4.03,27.29,128125,0,0
0,6037274202,06037274202,District 2,Los Angeles - Marina Peninsula,SPA 5 - West,4145,10042123.13,16499.65565,799,48,4903,0.009789924536,0.06007509387,4.96,51.31,155366,305,0.070471349
0,6037275101,06037275101,District 2,Los Angeles - Del Rey,SPA 5 - West,4146,3633314.11,9774.928491,187,10,1186,0.008431703204,0.05347593583,6.25,79.73,108750,0,0
0,6037275102,06037275102,District 2,Los Angeles - Del Rey,SPA 5 - West,4147,6837186.461,11952.48387,1053,86,3816,0.02253668763,0.081671415,5.03,53.16,70872,0,0
0,6037275200,06037275200,District 2,Los Angeles - Del Rey,SPA 5 - West,4148,4985019.028,10518.58275,1038,12,3850,0.003116883117,0.01156069364,6.03,75.76,70689,0,0
0,6037275311,06037275311,District 2,Los Angeles - Del Rey,SPA 5 - West,4149,13882947.7,17011.1005,1012,75,4955,0.01513622603,0.07411067194,2.56,5.03,84337,0,0
0,6037275312,06037275312,District 2,Los Angeles - Del Rey,SPA 5 - West,4150,8815611.148,14279.50457,739,63,2201,0.02862335302,0.08525033829,0,0,100667,0,0
0,6037275313,06037275313,District 2,Los Angeles - Del Rey,SPA 5 - West,4151,10505094.61,15860.02897,643,19,3321,0.005721168323,0.02954898911,0,0,82862,0,0
0,6037275400,06037275400,District 2,Los Angeles - Del Rey,SPA 5 - West,4152,8095239.055,13033.99558,1282,65,4625,0.01405405405,0.05070202808,4.55,39.89,137639,0,0
0,6037275500,06037275500,District 2,Los Angeles - Del Rey,SPA 5 - West,4153,8448458.588,11616.75128,1167,19,5307,0.003580177125,0.01628106255,3.24,11.95,43393,0,0
0,6037275603,06037275603,District 2,Los Angeles - Playa Vista,SPA 5 - West,4154,11017801.67,16764.59073,701,4,2731,0.001464664958,0.005706134094,3.66,19.34,90000,0,0
0,6037275604,06037275604,District 2,Los Angeles - Playa Vista,SPA 5 - West,4155,16679064,25351.30796,2898,198,10520,0.01882129278,0.06832298137,0,0,173569,0,0
0,6037275605,06037275605,District 2,Los Angeles - Playa Vista,SPA 5 - West,4156,11233416.46,17377.22284,780,23,3581,0.006422786931,0.02948717949,0,0,95192,0,0
0,6037276101,06037276101,District 2,Los Angeles - Westchester,SPA 5 - West,4157,3546770.922,10389.58355,1303,33,3787,0.008714021653,0.02532617038,0,0,91770,0,0
0,6037276102,06037276102,District 2,Los Angeles - Westchester,SPA 5 - West,4158,7033821.765,20268.91765,825,38,3310,0.01148036254,0.04606060606,0,0,48905,0,0
0,6037276400,06037276400,District 2,Los Angeles - Westchester,SPA 5 - West,4159,13719925.2,16195.9133,862,58,4099,0.01414979263,0.06728538283,4.84,47.96,175625,0,0
0,6037276500,06037276500,District 2,Los Angeles - Westchester,SPA 5 - West,4160,12850240.88,15352.74519,2310,40,4982,0.008028904055,0.01731601732,2.59,5.17,101071,0,0
0,6037276601,06037276601,District 2,Los Angeles - Westchester,SPA 5 - West,4161,24148517.66,23190.2286,949,10,4058,0.002464268112,0.0105374078,2.9,8.07,131905,762,0.198540907
0,6037276605,06037276605,District 2,Los Angeles - Westchester,SPA 5 - West,4162,2509882.214,7961.153762,463,23,2093,0.01098901099,0.04967602592,0,0,79750,1152,0.419366582
0,6037276606,06037276606,District 2,Los Angeles - Westchester,SPA 5 - West,4163,2360108.007,7249.355994,896,17,3353,0.00507008649,0.01897321429,0,0,77143,1051,0.419560878
0,6037276607,06037276607,District 2,Los Angeles - Westchester,SPA 5 - West,4164,5038397.596,11123.21889,1045,40,2974,0.01344989913,0.03827751196,0,0,87273,0,0
0,6037276608,06037276608,District 2,Los Angeles - Westchester,SPA 5 - West,4165,3821364.407,8504.297988,495,0,2106,0,0,0,0,98000,0,0
0,6037277000,06037277000,District 2,Los Angeles - Westchester,SPA 5 - West,4166,24690966.81,21806.32643,1225,77,5637,0.01365974809,0.06285714286,3.53,16.77,140985,0,0
0,6037277100,06037277100,District 2,Los Angeles - Westchester,SPA 5 - West,4167,13342441.11,15079.62518,779,43,3017,0.01425256878,0.05519897304,5.19,57.39,154063,330,0.110073382
0,6037277200,06037277200,District 2,Los Angeles - Westchester,SPA 5 - West,4168,11329446.29,15060.50753,467,23,1969,0.01168105637,0.04925053533,7.54,94.14,50109,38,0.015261044
0,6037277400,06037277400,District 2,Los Angeles - Westchester,SPA 5 - West,4169,6827588.645,10436.44065,0,0,3,0,,10.0,99.51,34318,647,0.422048271
0,6037278001,06037278001,District 2,Los Angeles - Westchester,SPA 5 - West,4170,17423890.38,25039.05785,496,8,2687,0.002977298102,0.01612903226,3.85,23.06,111274,0,0
0,6037278102,06037278102,District 2,Los Angeles - Playa Del Rey,SPA 5 - West,4171,16249113.28,24720.60778,580,10,2958,0.00338066261,0.01724137931,4.35,34.77,153654,2908,0.920835972
0,6037980017,06037980017,District 3,Unincorporated - West LA,SPA 5 - West,4435,25671852.07,29447.04745,220,101,1192,0.08473154362,0.4590909091,0,0,45250,0,0
0,6037980019,06037980019,District 3,Los Angeles - Palisades Highlands,SPA 5 - West,4437,476424607.7,149651.6512,18,0,128,0,0,0,0,250001,73,0.296747967
0,6037980028,06037980028,District 2,Los Angeles - Westchester,SPA 5 - West,4573,181871105.8,80476.27092,0,0,11,0,,0,0,,,
0,6037980038,06037980038,District 2,Unincorporated - Ladera Heights,SPA 5 - West,4581,48526563.49,42566.84017,0,0,4,0,,0,0,,,
