Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008
"06037191500","Census Tract 1915, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1915",,,,2825,2060,1783,277,395,0,25,84,26,235
"06037191610","Census Tract 1916.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1916.10",,,,2193,1382,1271,111,483,0,0,53,82,193
"06037191620","Census Tract 1916.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1916.20",,,,1466,1036,848,188,338,0,19,16,5,52
"06037191710","Census Tract 1917.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1917.10",,,,1133,736,705,31,218,20,30,33,0,96
"06037191720","Census Tract 1917.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1917.20",,,,2104,1247,1145,102,706,9,47,28,16,51
"06037191810","Census Tract 1918.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1918.10",,,,1790,1256,1128,128,224,0,0,86,66,158
"06037191820","Census Tract 1918.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1918.20",,,,2522,1519,1437,82,209,29,0,68,9,688
"06037191901","Census Tract 1919.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1919.01",,,,2729,1607,1376,231,395,103,0,211,25,388
"06037191902","Census Tract 1919.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1919.02",,,,1768,1141,1038,103,43,0,35,13,29,507
"06037192001","Census Tract 1920.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1920.01",,,,1198,700,617,83,46,0,0,31,23,398
"06037192002","Census Tract 1920.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1920.02",,,,1686,1114,1025,89,35,0,11,34,46,446
"06037192300","Census Tract 1923, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1923",,,,1604,998,960,38,100,98,8,53,11,336
"06037192410","Census Tract 1924.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1924.10",,,,2369,1390,1312,78,132,9,0,57,58,723
"06037192420","Census Tract 1924.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1924.20",,,,2115,1674,1604,70,232,0,0,21,0,188
"06037192510","Census Tract 1925.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1925.10",,,,1929,1308,953,355,247,12,0,14,10,338
"06037192520","Census Tract 1925.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1925.20",,,,2595,2024,1939,85,468,0,26,0,0,77
"06037192610","Census Tract 1926.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1926.10",,,,2132,1224,969,255,500,0,0,97,0,311
"06037192620","Census Tract 1926.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1926.20",,,,1605,1022,943,79,367,0,0,25,12,179
"06037192700","Census Tract 1927, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1927",,,,1614,994,753,241,251,0,0,66,60,243
"06037194101","Census Tract 1941.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1941.01",,,,1881,1274,1181,93,87,8,0,16,132,364
"06037194102","Census Tract 1941.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1941.02",,,,1402,900,875,25,11,5,0,10,27,449
"06037194200","Census Tract 1942, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1942",,,,1995,1409,1277,132,65,0,0,34,14,473
"06037194300","Census Tract 1943, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1943",,,,1498,846,768,78,0,0,0,0,11,641
"06037194401","Census Tract 1944.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1944.01",,,,1658,1004,939,65,28,27,0,80,11,508
"06037194402","Census Tract 1944.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1944.02",,,,2137,1277,1228,49,30,0,0,114,112,604
"06037194500","Census Tract 1945, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1945",,,,1064,748,710,38,0,0,6,9,21,280
"06037195100","Census Tract 1951, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1951",,,,2442,1484,1441,43,78,0,0,44,40,796
"06037195201","Census Tract 1952.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1952.01",,,,1651,1041,999,42,46,18,48,63,10,425
"06037195202","Census Tract 1952.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1952.02",,,,1990,993,919,74,89,0,33,36,13,826
"06037195300","Census Tract 1953, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1953",,,,1669,1050,1019,31,100,0,15,52,12,440
"06037195400","Census Tract 1954, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1954",,,,2588,1463,1415,48,155,19,0,146,24,781
"06037195500","Census Tract 1955, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1955",,,,2731,1619,1606,13,160,0,30,120,0,802
"06037195600","Census Tract 1956, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1956",,,,1456,927,863,64,257,7,0,14,11,240
"06037195710","Census Tract 1957.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1957.10",,,,2339,1243,1035,208,485,0,0,40,90,481
"06037195720","Census Tract 1957.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1957.20",,,,1047,651,562,89,101,0,30,22,0,243
"06037195802","Census Tract 1958.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.02",,,,1715,1164,1003,161,243,13,0,60,20,215
"06037195803","Census Tract 1958.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.03",,,,1392,946,840,106,76,0,21,34,58,257
"06037195804","Census Tract 1958.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.04",,,,1579,1091,1052,39,130,0,7,58,23,270
"06037195901","Census Tract 1959.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.01",,,,1280,821,804,17,90,0,31,13,16,309
"06037195902","Census Tract 1959.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.02",,,,1097,583,574,9,54,0,28,0,0,432
"06037195903","Census Tract 1959.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.03",,,,1287,793,759,34,118,5,0,29,31,311
"06037197200","Census Tract 1972, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1972",,,,1809,1396,1204,192,142,0,19,27,0,225
"06037197300","Census Tract 1973, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1973",,,,2461,1491,1357,134,204,0,34,164,57,511
"06037197410","Census Tract 1974.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1974.10",,,,2038,1301,1273,28,39,0,11,35,88,564
"06037197420","Census Tract 1974.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1974.20",,,,2308,1481,1404,77,225,0,36,31,0,535
"06037197500","Census Tract 1975, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1975",,,,2523,1335,1145,190,561,0,56,68,26,477
"06037197600","Census Tract 1976, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1976",,,,1317,870,815,55,104,0,15,57,21,250
"06037197700","Census Tract 1977, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1977",,,,2960,1956,1743,213,91,0,0,151,60,702
"06037199001","Census Tract 1990.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1990.01",,,,1002,863,713,150,109,0,0,0,0,30
"06037199002","Census Tract 1990.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1990.02",,,,1455,1077,960,117,74,0,0,42,0,262
"06037199110","Census Tract 1991.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1991.10",,,,1025,779,618,161,46,4,0,0,15,181
"06037199120","Census Tract 1991.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1991.20",,,,1752,1299,1077,222,124,0,26,200,16,87
"06037199201","Census Tract 1992.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1992.01",,,,1621,1230,1023,207,220,0,35,25,29,82
"06037199202","Census Tract 1992.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1992.02",,,,1330,1032,839,193,111,8,6,20,9,144
"06037199300","Census Tract 1993, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1993",,,,2246,1330,1112,218,264,0,36,164,19,433
"06037199400","Census Tract 1994, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1994",,,,1899,1398,1183,215,149,0,10,21,10,311
"06037199700","Census Tract 1997, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1997",,,,1486,998,905,93,148,0,9,63,7,261
"06037199801","Census Tract 1998.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1998.01",,,,1714,1320,1078,242,302,0,0,52,13,27
"06037199802","Census Tract 1998.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1998.02",,,,1018,724,582,142,89,0,0,26,17,162
"06037199900","Census Tract 1999, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1999",,,,1109,892,803,89,91,0,0,53,20,53
"06037201110","Census Tract 2011.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2011.10",,,,1228,971,924,47,31,0,11,10,0,205
"06037201120","Census Tract 2011.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2011.20",,,,2173,1660,1402,258,110,28,11,25,0,339
"06037201200","Census Tract 2012, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2012",,,,1384,1066,936,130,95,0,0,56,5,162
"06037201301","Census Tract 2013.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2013.01",,,,1624,1414,1163,251,21,35,0,2,9,143
"06037201302","Census Tract 2013.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2013.02",,,,2146,1732,1611,121,66,0,0,8,8,332
"06037201401","Census Tract 2014.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2014.01",,,,1863,1483,1075,408,157,0,0,15,0,208
"06037201402","Census Tract 2014.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2014.02",,,,1897,1604,1289,315,73,0,0,0,0,220
"06037201501","Census Tract 2015.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2015.01",,,,2314,1882,1560,322,139,0,28,28,0,237
"06037201503","Census Tract 2015.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2015.03",,,,1399,1133,875,258,57,36,23,33,0,117
"06037201504","Census Tract 2015.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2015.04",,,,901,762,647,115,54,0,0,0,10,75
"06037201601","Census Tract 2016.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2016.01",,,,914,661,589,72,96,0,0,38,20,99
"06037201602","Census Tract 2016.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2016.02",,,,958,719,625,94,23,0,0,8,38,170
"06037201700","Census Tract 2017, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2017",,,,2441,1810,1438,372,140,0,11,278,12,190
"06037203100","Census Tract 2031, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2031",,,,1975,1724,1352,372,121,0,0,22,31,77
"06037203200","Census Tract 2032, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2032",,,,2152,1779,1322,457,228,0,0,19,27,99
"06037203300","Census Tract 2033, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2033",,,,437,261,231,30,72,0,6,41,4,53
"06037203500","Census Tract 2035, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2035",,,,1158,795,587,208,128,0,2,164,0,69
"06037203601","Census Tract 2036.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2036.01",,,,1000,816,550,266,79,0,11,78,0,16
"06037203602","Census Tract 2036.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2036.02",,,,954,721,612,109,78,0,9,8,8,130
"06037203710","Census Tract 2037.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2037.10",,,,1548,1237,946,291,138,0,0,76,49,48
"06037203720","Census Tract 2037.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2037.20",,,,1689,1299,1119,180,191,0,0,49,0,150
"06037203800","Census Tract 2038, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2038",,,,2087,1828,1330,498,157,0,0,35,0,67
"06037203900","Census Tract 2039, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2039",,,,1508,1322,1018,304,88,14,0,8,8,68
"06037204110","Census Tract 2041.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2041.10",,,,1391,1126,790,336,78,0,0,42,14,131
"06037204120","Census Tract 2041.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2041.20",,,,1194,1092,908,184,74,0,0,7,0,21
"06037204200","Census Tract 2042, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2042",,,,1472,1160,1034,126,144,0,11,67,4,86
"06037204300","Census Tract 2043, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2043",,,,1968,1525,1044,481,191,0,9,41,31,171
"06037204410","Census Tract 2044.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2044.10",,,,1093,832,615,217,157,0,0,46,0,58
"06037204420","Census Tract 2044.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2044.20",,,,1282,783,696,87,343,0,0,52,28,76
"06037204600","Census Tract 2046, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2046",,,,1406,1026,819,207,122,0,0,80,72,106
"06037204700","Census Tract 2047, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2047",,,,2010,1684,1313,371,147,0,0,59,9,111
"06037204810","Census Tract 2048.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2048.10",,,,1843,1456,1073,383,287,10,0,11,23,56
"06037204820","Census Tract 2048.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2048.20",,,,1038,744,583,161,196,19,0,2,5,72
"06037204910","Census Tract 2049.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2049.10",,,,1153,930,761,169,82,0,0,61,0,80
"06037204920","Census Tract 2049.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2049.20",,,,1065,926,773,153,70,0,0,18,0,51
"06037205110","Census Tract 2051.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"205110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2051.10",,,,1304,1000,760,240,204,0,0,47,0,53
"06037205120","Census Tract 2051.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"205120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2051.20",,,,1262,1058,819,239,132,0,0,14,0,58
"06037206010","Census Tract 2060.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.10",,,,1899,1419,1134,285,211,15,41,28,0,185
"06037206020","Census Tract 2060.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.20",,,,337,166,166,0,39,0,0,20,0,112
"06037206050","Census Tract 2060.50, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.50",,,,776,527,418,109,163,0,0,62,0,24
"06037206051","Census Tract 2060.51, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.51",,,,1039,544,431,113,16,0,14,104,15,346
"06037206052","Census Tract 2060.52, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.52",,,,2477,1704,1619,85,100,0,29,62,11,571
"06037206053","Census Tract 2060.53, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.53",,,,1300,837,688,149,102,0,0,61,19,281
"06037206054","Census Tract 2060.54, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.54",,,,940,662,576,86,109,0,0,24,72,73
"06037206201","Census Tract 2062.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2062.01",,,,1013,564,545,19,152,0,0,57,0,240
"06037206202","Census Tract 2062.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2062.02",,,,690,335,288,47,134,0,0,67,0,154
"06037206301","Census Tract 2063.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2063.01",,,,428,43,43,0,188,12,0,185,0,0
"06037206302","Census Tract 2063.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2063.02",,,,355,95,47,48,161,0,0,52,0,47
"06037206303","Census Tract 2063.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2063.03",,,,396,142,120,22,205,0,0,0,49,0
"06037207101","Census Tract 2071.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2071.01",,,,1904,1203,1054,149,135,32,0,73,39,422
"06037207102","Census Tract 2071.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2071.02",,,,1522,972,864,108,137,0,0,147,0,266
"06037207103","Census Tract 2071.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2071.03",,,,1088,779,663,116,125,6,7,119,9,43
"06037207303","Census Tract 2073.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.03",,,,1453,683,670,13,277,0,0,45,37,411
"06037207304","Census Tract 2073.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.04",,,,884,420,309,111,195,0,0,151,18,100
"06037207305","Census Tract 2073.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.05",,,,682,238,238,0,70,0,32,127,0,215
"06037207306","Census Tract 2073.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.06",,,,1212,522,499,23,202,0,0,190,30,268
"06037207307","Census Tract 2073.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.07",,,,585,221,221,0,61,0,0,200,0,103
"06037207308","Census Tract 2073.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.08",,,,948,595,537,58,92,0,13,108,53,87
"06037207400","Census Tract 2074, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2074",,,,864,511,476,35,62,0,0,151,4,136
"06037207501","Census Tract 2075.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2075.01",,,,1387,711,617,94,87,0,0,197,2,390
